GPA,Number_Of_Professional_Connections,Earnings,Major,Graduation_Year,Number_Of_Credits,Number_Of_Parking_Tickets
2.49,9,11746.33,Professional,1992,120,2
1.85,21,11807.84,Professional,1981,120,1
2.91,3,11716.02,Professional,1965,122,1
1.64,14,11833.15,Professional,2013,124,1
2.62,83,11738.89,Professional,1992,121,1
2.44,12,11743.22,Professional,1961,122,3
2.24,26,11772.24,Professional,2004,121,1
1.9,9,11827.44,Professional,2015,131,0
2.83,4,11728.54,Professional,1971,123,1
1.73,4,11825.58,Professional,2001,121,0
2.47,9,11752.26,Professional,1985,121,0
2.42,2,11743.8,Professional,1962,123,0
1.86,41,11814.81,Professional,2014,122,1
2.59,60,11734.61,Professional,1988,121,3
2.89,10,11715.42,Professional,2007,122,0
2.44,93,11753.1,Professional,1971,122,1
2.42,2,11743.89,Professional,1968,122,0
2.65,1,11744.95,Professional,2000,124,0
2.36,8,11772.34,Professional,1982,120,2
2.79,32,11711.74,Professional,1981,123,2
2.63,7,11747.87,Professional,1982,120,0
2.11,42,11804.96,Professional,1973,124,0
2.25,43,11768.24,Professional,1967,122,0
2.84,30,11705.61,Professional,1964,123,1
2.51,15,11740.39,Professional,1974,121,1
2.01,0,11825.64,Professional,2006,123,2
3.43,0,11653.88,Professional,2015,123,0
2.32,5,11756.35,Professional,1987,120,1
2.23,3,11780.52,Professional,1964,121,2
1.91,30,11796.86,Professional,1969,126,2
2.29,109,11778.12,Professional,1979,121,1
2.86,43,11700.17,Professional,1990,120,0
3.52,7,11653.64,Professional,2000,122,3
2.92,26,11704.6,Professional,1979,122,1
2.72,4,11710.34,Professional,1990,122,2
3.44,48,11656.01,Professional,1962,120,1
2.34,27,11778.33,Professional,2008,120,1
3.1,6,11697.93,Professional,2012,127,0
2.43,3,11755.2,Professional,2004,122,2
2.97,16,11693.06,Professional,1992,121,0
2.9,5,11714.02,Professional,2010,121,1
2.67,15,11739.77,Professional,1995,122,0
2.16,5,11790.25,Professional,2003,121,1
3.18,29,11687.63,Professional,1987,121,0
2.7,8,11734.14,Professional,1970,120,1
2.29,8,11778.01,Professional,1976,121,0
2.48,31,11746.09,Professional,1974,122,0
2.8,28,11731.31,Professional,1963,122,1
2.1,85,11791.46,Professional,1988,127,0
2.3,20,11765.46,Professional,1987,122,3
1.76,23,11810.65,Professional,2013,121,1
2.35,72,11756.65,Professional,1982,122,1
2.91,11,11689.21,Professional,1990,123,0
2.72,22,11741.41,Professional,1989,122,2
2.59,14,11745.3,Professional,1996,124,1
2.14,24,11775.64,Professional,2012,122,0
1.76,24,11819.38,Professional,2001,122,5
2.95,21,11703.36,Professional,1979,121,1
1.76,99,11814.64,Professional,1985,124,2
2.67,30,11741.01,Professional,1962,120,0
2.6,9,11755,Professional,1991,120,3
1.98,12,11804.38,Professional,1967,122,1
2.35,23,11769.55,Professional,1961,120,0
2.45,10,11754.57,Professional,1989,121,0
2.68,1,11705.01,Professional,1993,121,0
2.57,3,11754.63,Professional,2011,124,0
3.52,10,11664.53,Professional,1962,121,1
2.77,18,11727.72,Professional,1999,122,1
3.24,9,11679.35,Professional,2013,120,0
1.98,22,11813.33,Professional,1982,122,0
3.81,46,11615.31,Professional,1993,121,1
2.77,53,11723.98,Professional,1987,121,2
2.82,7,11712.32,Professional,1997,120,1
2.63,1,11727,Professional,2005,120,1
1.86,17,11811.31,Professional,2000,121,0
3.25,4,11679.31,Professional,1979,122,0
2.42,2,11765.08,Professional,1965,124,4
2.77,47,11721.38,Professional,2011,120,0
3.01,62,11706.38,Professional,2011,121,1
3.34,25,11670.98,Professional,1969,120,0
2.64,58,11755.08,Professional,2003,122,3
2.68,6,11738.13,Professional,2008,120,0
3.2,3,11670.5,Professional,1993,122,0
2.97,8,11709.3,Professional,1984,121,0
2.48,9,11762.9,Professional,1977,124,0
2.37,6,11756.39,Professional,1992,120,6
3.06,5,11686.26,Professional,1987,122,0
2.84,28,11707.11,Professional,2010,121,4
2.03,4,11804.76,Professional,1986,121,0
2.46,35,11743.69,Professional,2003,123,0
2.53,60,11738.79,Professional,2013,126,2
1.91,2,11804.28,Professional,1977,120,0
2.31,6,11773.87,Professional,1998,120,2
2.63,7,11744.62,Professional,1963,124,3
2.25,4,11783.89,Professional,1995,120,1
2.24,14,11766.28,Professional,1993,120,0
2.33,10,11763.89,Professional,1987,120,0
2.21,1,11752.84,Professional,2009,121,1
2.54,7,11749.92,Professional,1989,122,1
2.91,25,11721.7,Professional,1968,121,0
2.52,11,11756.46,Professional,1999,124,0
2.12,4,11794.59,Professional,1970,125,3
2.49,20,11755.83,Professional,1981,120,0
1.61,1,11850.57,Professional,1985,122,0
2.83,44,11720.75,Professional,1967,122,1
1.87,19,11814.65,Professional,2001,122,2
2.43,7,11761.15,Professional,1963,121,3
2.26,12,11772.51,Professional,2010,121,0
2.78,22,11733.52,Professional,1984,122,1
2.83,9,11719,Professional,1988,121,0
2.03,8,11801.61,Professional,1999,122,0
2.78,16,11733.64,Professional,1982,126,0
2.92,16,11709.94,Professional,1981,122,0
2.77,10,11705.92,Professional,2000,127,0
2.2,12,11772.78,Professional,1982,120,0
2.85,44,11714.05,Professional,1962,126,0
2.68,5,11731.18,Professional,1985,120,1
2.73,24,11762.69,Professional,2013,124,1
2.31,28,11773.99,Professional,1990,123,0
2.31,40,11779.39,Professional,1988,121,0
2.37,39,11748.79,Professional,1987,122,0
2.58,13,11749.42,Professional,2009,121,0
3.17,48,11686.08,Professional,1993,122,0
2.18,2,11780.94,Professional,2005,122,1
2.74,38,11732.08,Professional,1993,125,1
2.82,7,11721.75,Professional,2010,126,1
2.27,28,11768.56,Professional,1971,121,0
2.68,45,11739.94,Professional,1996,122,0
2.25,7,11789.11,Professional,1979,123,2
1.99,8,11798.72,Professional,2010,120,1
2.61,36,11738.92,Professional,1979,121,0
2.89,1,11695.52,Professional,1968,121,1
2.22,28,11763.87,Professional,1986,121,0
2.11,0,11799.3,Professional,1963,122,1
2.35,14,11758.62,Professional,2006,121,0
1.9,14,11822.71,Professional,2012,122,1
1.89,17,11815.54,Professional,2010,120,0
1.5,60,11836.58,Professional,2014,122,2
2.57,13,11772.07,Professional,1963,121,1
2.41,9,11768.81,Professional,1964,124,1
2.96,11,11711.57,Professional,2005,123,0
1.79,12,11812.74,Professional,1996,121,1
2.57,0,11750.21,Professional,2013,125,0
2.64,48,11746.09,Professional,1973,122,0
2.42,1,11750.43,Professional,1968,120,1
2.07,9,11789.7,Professional,1984,120,0
1.76,10,11841.22,Professional,1972,120,2
1.94,30,11822.92,Professional,1978,121,2
2.65,26,11726.49,Professional,1975,122,0
2.97,12,11701.13,Professional,1969,120,1
2.64,32,11744.44,Professional,1964,122,1
2.48,57,11750.49,Professional,1989,122,1
2.08,20,11792.01,Professional,1967,123,0
2.57,32,11735.33,Professional,1975,123,0
1.59,14,11847.77,Professional,1970,130,0
2.49,20,11746.09,Professional,1994,122,0
2.29,8,11786.3,Professional,2002,126,0
2.56,4,11763.55,Professional,1991,122,0
2.51,12,11734.92,Professional,2015,120,2
3.26,32,11671.36,Professional,1993,120,2
2.26,8,11759.58,Professional,1972,120,0
3.05,9,11693.08,Professional,1996,122,0
2.43,5,11750.49,Professional,1995,121,0
3.14,5,11674.88,Professional,1986,121,0
1.89,6,11825.55,Professional,1982,122,0
2.56,145,11747.64,Professional,1964,129,1
1.84,13,11826.39,Professional,1975,123,1
2.59,0,11743.15,Professional,2004,121,1
2.16,22,11786.72,Professional,1971,120,0
3.09,14,11688.85,Professional,2003,121,2
2.32,20,11774.54,Professional,1978,124,2
2.48,16,11745.4,Professional,2008,124,0
1.92,12,11800.67,Professional,2014,120,1
1.64,7,11824.16,Professional,1962,126,0
2.43,13,11752.54,Professional,1978,121,3
2.64,10,11716.19,Professional,1970,121,1
1.69,11,11824.26,Professional,2000,122,1
1.87,13,11817.97,Professional,2014,121,1
1.89,2,11811.48,Professional,2011,126,2
2.15,4,11780.57,Professional,1961,129,0
2.72,34,11727.15,Professional,1995,122,2
2.78,12,11715.89,Professional,1994,120,1
2.52,8,11742.37,Professional,2010,122,2
3.33,8,11662.16,Professional,2006,122,0
3.15,57,11672.85,Professional,1981,123,0
2.73,1,11716.34,Professional,2003,124,0
1.9,14,11811.15,Professional,1964,120,1
3.13,8,11677.02,Professional,1973,120,1
2.52,19,11767.71,Professional,1967,124,1
2.32,10,11762.18,Professional,1967,121,0
2.21,12,11769.82,Professional,1969,122,0
2.22,24,11770.77,Professional,1995,135,1
3.02,20,11687.76,Professional,2014,122,1
1.69,18,11824,Professional,1996,122,0
2.07,16,11791.92,Professional,1971,125,1
3.74,19,11629.19,Professional,2009,121,2
2.51,21,11743.75,Professional,1989,120,0
3.13,3,11673.49,Professional,1978,123,1
2.12,3,11800.82,Professional,1999,121,0
2.74,6,11725.77,Professional,1974,121,1
2.33,42,11760.93,Professional,1995,122,1
1.71,53,11832.93,Professional,1997,133,1
2.36,1,11769.43,Professional,1961,121,1
2.48,13,11761.68,Professional,1961,122,2
2.45,16,11753.47,Professional,1971,121,2
3.28,60,11670.15,Professional,1980,121,0
2.24,19,11768.52,Professional,2002,121,0
2.25,1,11757.38,Professional,1974,122,0
2.58,62,11757.76,Professional,1991,121,0
2.81,5,11722.01,Professional,1981,124,1
2.57,54,11751.71,Professional,1999,124,2
2.71,7,11708.79,Professional,1983,122,1
2.18,15,11786.52,Professional,1971,121,1
2.45,8,11754.78,Professional,1963,121,0
1.97,11,11815.34,Professional,1979,123,0
2.9,13,11711.73,Professional,1985,123,2
2.73,19,11717,Professional,1975,121,1
1.91,16,11817.01,Professional,1998,120,2
2.25,14,11769.83,Professional,2003,121,2
2.95,36,11697.21,Professional,1978,123,0
2.6,27,11740,Professional,1969,121,3
2.48,38,11744.07,Professional,1980,121,0
2.5,61,11738.9,Professional,1995,128,2
3.28,34,11660.31,Professional,1972,127,0
2.58,9,11736.84,Professional,1978,121,3
1.73,9,11818.07,Professional,1990,122,0
2.09,14,11781.86,Professional,1961,123,1
2.04,40,11807.14,Professional,1968,121,1
2.17,8,11789.12,Professional,1987,121,0
2.1,38,11788.86,Professional,1978,121,1
2,21,11792.28,Professional,2011,122,1
2.86,5,11724.24,Professional,1974,121,0
2.04,19,11783.49,Professional,1989,126,0
1.77,36,11807.41,Professional,2001,120,0
3.15,11,11690.81,Professional,1968,121,0
2.25,4,11767.73,Professional,1965,127,0
3.1,53,11680.56,Professional,1994,122,1
2.96,3,11682.95,Professional,1966,121,0
2.84,0,11717.3,Professional,1990,123,0
2.85,6,11728.04,Professional,1985,121,2
3.07,5,11697.56,Professional,2000,121,0
1.77,13,11821.61,Professional,2014,120,0
2.71,12,11727.41,Professional,1969,121,1
1.55,43,11842.76,Professional,1970,123,1
2.3,44,11772.22,Professional,1977,122,1
2.25,12,11760.85,Professional,1979,121,2
1.38,28,11840.13,Professional,1986,124,0
2.82,36,11702.47,Professional,1984,120,0
2.18,7,11771.8,Professional,2004,126,1
2.35,4,11771.38,Professional,1983,121,1
3.02,30,11713.07,Professional,1986,121,0
1.93,3,11817.54,Professional,1989,121,0
2.11,48,11791.52,Professional,1994,120,1
2.55,2,11748.83,Professional,1997,122,1
2.4,19,11767.86,Professional,1986,121,0
2.56,11,11745.87,Professional,1984,122,0
2.74,6,11731.68,Professional,1987,122,1
3.12,4,11679.07,Professional,1996,122,0
2.4,9,11758.17,Professional,1983,130,1
1.82,4,11836.79,Professional,1962,122,0
2.75,32,11712.51,Professional,1985,120,1
2.97,20,11698.4,Professional,1969,123,1
2.12,13,11771.99,Professional,1979,121,0
1.23,75,11879.24,Professional,1962,129,1
2.11,3,11788.92,Professional,1977,123,0
2.72,6,11717.12,Professional,1971,122,1
2.16,75,11798.37,Professional,2009,122,1
2.65,11,11743.78,Professional,1967,120,1
2.04,28,11798.91,Professional,2001,121,2
1.94,34,11812.41,Professional,1980,121,2
3.01,8,11711.76,Professional,1977,123,4
2.32,10,11738.25,Professional,1983,121,0
2.59,1,11754.77,Professional,2011,124,1
2.17,14,11772.32,Professional,1980,127,0
1.42,3,11870.31,Professional,1983,125,2
3.33,29,11691.77,Professional,2004,127,0
2.27,18,11774.3,Professional,1976,124,0
2.31,17,11779.09,Professional,1978,126,2
1.82,48,11818.19,Professional,1963,123,0
2.25,1,11775.83,Professional,1977,121,0
3.18,13,11680.98,Professional,1991,121,1
2.21,1,11768.93,Professional,1971,124,1
2.44,9,11732.16,Professional,1970,122,1
1.97,10,11788.74,Professional,2010,125,2
2.16,8,11792.97,Professional,1996,129,0
3.1,12,11698.72,Professional,2005,121,1
2.47,3,11742.94,Professional,1983,124,3
2.76,12,11728.99,Professional,1993,121,0
2.66,22,11730.59,Professional,2000,125,2
2.77,1,11710.44,Professional,1980,124,0
2.1,16,11777.1,Professional,1969,123,2
2.03,8,11813.84,Professional,1990,121,1
2.88,11,11711.95,Professional,1970,121,1
2.16,39,11805.14,Professional,2002,121,1
2.47,3,11755.11,Professional,1993,122,2
3.28,28,11674.77,Professional,1968,122,3
3.58,47,11636.02,Professional,2008,123,0
2.98,21,11698.73,Professional,1978,123,2
2.31,21,11775.6,Professional,2001,124,0
2.8,9,11721.81,Professional,2015,123,4
2.7,18,11724.2,Professional,1969,123,0
3.02,20,11707.71,Professional,1965,124,3
2.38,2,11764.14,Professional,1974,121,1
2.93,1,11693.85,Professional,1979,121,1
2.03,2,11789.38,Professional,1997,121,1
2.27,18,11762.79,Professional,1976,121,5
2.12,12,11798.11,Professional,2002,125,4
2.48,12,11765.21,Professional,1965,121,0
2.08,12,11805.49,Professional,1963,120,1
2.46,3,11752.46,Professional,2012,121,1
2.06,10,11801.98,Professional,2007,122,4
2.51,29,11741.11,Professional,2004,124,2
2.64,14,11730.9,Professional,1969,123,0
2.09,11,11785.13,Professional,2000,120,0
2.56,8,11724.96,Professional,1965,120,1
2.25,2,11772.92,Professional,1995,121,2
2.27,18,11756.09,Professional,2010,123,2
1.91,28,11798.54,Professional,1999,122,0
2.57,17,11740.01,Professional,2010,126,0
2.57,17,11752.54,Professional,1997,123,1
2.48,18,11747.63,Professional,2012,121,0
3.26,21,11657.8,Professional,1999,120,0
2.72,3,11723.01,Professional,1981,120,1
2.33,8,11765.59,Professional,2011,120,1
1.88,3,11818.04,Professional,1980,128,1
2.19,52,11782.3,Professional,2009,120,1
2.42,7,11760.3,Professional,1979,120,1
2.75,13,11730.07,Professional,1990,120,1
2.58,33,11744.7,Professional,2008,123,1
2.38,17,11763.93,Professional,1990,122,1
2.58,7,11744.14,Professional,1997,124,0
2.99,14,11698.4,Professional,2002,121,1
2.52,3,11753.66,Professional,2001,123,0
2.61,33,11750.02,Professional,1964,120,0
1.76,27,11826.03,Professional,1977,125,2
2.38,35,11771.26,Professional,1991,123,1
2.99,19,11697.22,Professional,1994,124,0
3.04,10,11700.84,Professional,1994,120,1
2.52,0,11745.02,Professional,1968,121,0
2.55,32,11725.51,Professional,1985,123,0
2.72,2,11737.44,Professional,1982,123,2
3.42,2,11665.78,Professional,2005,129,0
2.24,2,11795.64,Professional,2002,124,0
2.19,10,11768.85,Professional,1989,121,1
2.82,6,11716.59,Professional,1985,121,1
2.83,8,11718.2,Professional,1976,121,1
2.08,2,11803.15,Professional,2002,124,0
2.08,1,11802.84,Professional,1963,121,1
2.87,13,11723.13,Professional,2015,120,2
2.36,29,11774.26,Professional,1991,121,1
3.1,6,11682.71,Professional,2003,121,2
1.87,0,11808.99,Professional,1996,122,1
2.43,53,11751.13,Professional,1993,126,2
2.4,14,11768.53,Professional,2012,123,2
1.96,1,11789.46,Professional,1969,120,0
2.38,26,11759.52,Professional,1973,125,2
1.79,6,11831.3,Professional,1974,121,1
2.62,1,11752.35,Professional,1998,123,5
2.47,41,11753.71,Professional,1982,123,0
3,19,11711.31,Professional,1977,122,0
2.9,12,11724.15,Professional,1962,123,0
3.26,8,11673.45,Professional,1994,120,0
2.2,1,11781.44,Professional,2013,121,0
2.18,16,11785.48,Professional,1961,122,1
2.29,16,11772.12,Professional,1990,125,0
2.83,0,11715.01,Professional,2000,121,0
2.55,21,11731.76,Professional,2008,120,0
2.29,12,11772.38,Professional,1997,120,0
3.03,7,11678.01,Professional,2002,125,0
1.93,4,11797.72,Professional,1984,121,1
2.74,0,11728.46,Professional,2008,123,1
1.64,1,11834.6,Professional,1972,122,2
2.12,27,11790.9,Professional,1962,121,3
2.57,10,11750.42,Professional,1976,124,1
2.22,12,11779.33,Professional,2008,128,1
2.81,15,11718.35,Professional,1982,121,1
1.85,16,11817.74,Professional,2005,121,2
2.44,20,11741.88,Professional,1967,121,0
1.61,31,11831.36,Professional,1989,122,1
2.59,3,11741.98,Professional,1980,123,0
2.49,6,11750.14,Professional,1998,125,1
3.27,3,11678.26,Professional,1965,120,0
3.64,34,11632.86,Professional,2012,120,1
2.85,8,11715.55,Professional,1984,122,3
2.79,2,11741.45,Professional,1963,124,1
1.85,22,11823.88,Professional,1997,120,1
2.6,19,11738.27,Professional,2007,121,4
2.34,6,11741.37,Professional,2012,121,3
2.21,10,11778.37,Professional,1991,123,1
1.68,17,11828.49,Professional,1991,124,1
1.93,7,11802.7,Professional,2008,122,0
2.25,0,11760.74,Professional,1971,122,1
2.72,7,11724.85,Professional,1994,126,1
2.89,96,11697.49,Professional,1991,121,1
3.12,2,11692.18,Professional,2002,121,0
3.95,2,11604.03,Professional,2003,123,0
2.21,0,10221,Buisness,1960,122,0
2.37,11,10237,Buisness,1962,130,0
2.98,7,10298,Buisness,1964,121,4
2.82,46,10282,Buisness,1966,124,2
2.36,4,10236,Buisness,1968,121,0
2.81,26,10281,Buisness,1970,124,1
2.97,50,10297,Buisness,1972,123,0
3.39,68,10339,Buisness,1974,123,1
3.1,51,10310,Buisness,1976,124,3
2.64,48,10264,Buisness,1978,126,0
2.98,26,10298,Buisness,1980,121,0
2.29,11,10229,Buisness,1982,121,2
2.9,111,10290,Buisness,1984,120,0
2.39,11,10239,Buisness,1986,122,1
2.12,10,10212,Buisness,1988,120,5
2.03,24,10203,Buisness,1990,124,0
2.76,4,10276,Buisness,1992,121,0
2.01,150,10201,Buisness,1994,121,1
2.4,60,10240,Buisness,1996,122,1
2.69,23,10269,Buisness,1998,120,1
3.09,3,10309,Buisness,2000,127,1
2.07,3,10207,Buisness,2002,122,3
1.47,9,10147,Buisness,2004,121,1
2.67,17,10267,Buisness,2006,121,1
2.32,4,10232,Buisness,2008,125,0
2.58,22,10258,Buisness,2010,121,2
2.6,33,10260,Buisness,2012,122,0
2.05,6,10205,Buisness,2014,124,1
2.61,21,10261,Buisness,1960,120,1
3.16,73,10316,Buisness,1962,120,2
1.85,2,10185,Buisness,1964,126,1
2.29,135,10229,Buisness,1966,121,2
2.27,94,10227,Buisness,1968,120,0
2.22,25,10222,Buisness,1970,122,0
1.94,31,10194,Buisness,1972,123,3
2.77,6,10277,Buisness,1974,121,1
2.44,6,10244,Buisness,1976,120,3
1.74,8,10174,Buisness,1978,120,3
2.15,13,10215,Buisness,1980,120,1
2.82,11,10282,Buisness,1982,123,0
2.51,10,10251,Buisness,1984,121,0
3.17,79,10317,Buisness,1986,125,2
2.78,55,10278,Buisness,1988,120,0
2.96,2,10296,Buisness,1990,123,2
2.26,33,10226,Buisness,1992,122,1
2.56,32,10256,Buisness,1994,122,1
2.54,19,10254,Buisness,1996,123,1
3.32,45,10332,Buisness,1998,122,1
2.27,19,10227,Buisness,2000,124,0
2.12,17,10212,Buisness,2002,122,0
1.99,2,10199,Buisness,2004,120,1
3.12,36,10312,Buisness,2006,122,1
2.71,39,10271,Buisness,2008,122,2
2.82,9,10282,Buisness,2010,123,1
2.74,40,10274,Buisness,2012,122,1
2.3,11,10230,Buisness,2014,121,3
2.87,5,10287,Buisness,1960,122,0
2.28,5,10228,Buisness,1962,121,0
3.09,4,10309,Buisness,1964,121,1
2.45,3,10245,Buisness,1966,120,1
2.45,44,10245,Buisness,1968,123,1
2.72,12,10272,Buisness,1970,121,0
3.38,5,10338,Buisness,1972,121,0
2.89,77,10289,Buisness,1974,120,1
3.04,24,10304,Buisness,1976,121,1
3.08,12,10308,Buisness,1978,121,1
2.58,4,10258,Buisness,1980,120,1
2,15,10200,Buisness,1982,121,2
2.55,7,10255,Buisness,1984,121,0
2.06,32,10206,Buisness,1986,121,1
1.85,5,10185,Buisness,1988,122,0
3.38,7,10338,Buisness,1990,122,1
1.85,40,10185,Buisness,1992,125,1
1.34,18,10134,Buisness,1994,121,0
2.38,4,10238,Buisness,1996,120,0
2.57,19,10257,Buisness,1998,121,2
2.92,19,10292,Buisness,2000,122,0
3.21,1,10321,Buisness,2002,120,1
3.02,25,10302,Buisness,2004,121,2
3.13,27,10313,Buisness,2006,123,0
1.89,10,10189,Buisness,2008,120,1
1.55,2,10155,Buisness,2010,122,3
2.11,11,10211,Buisness,2012,124,1
3.13,22,10313,Buisness,2014,123,1
2.64,9,10264,Buisness,1960,122,2
2.24,22,10224,Buisness,1962,122,0
2.65,15,10265,Buisness,1964,120,1
2.87,2,10287,Buisness,1966,123,2
2.47,0,10247,Buisness,1968,123,0
1.37,6,10137,Buisness,1970,121,0
1.93,19,10193,Buisness,1972,121,1
2.63,55,10263,Buisness,1974,124,0
2.05,72,10205,Buisness,1976,120,3
2.87,36,10287,Buisness,1978,121,0
2.12,10,10212,Buisness,1980,127,1
2.23,26,10223,Buisness,1982,125,1
2.97,3,10297,Buisness,1984,122,1
2.72,44,10272,Buisness,1986,122,2
3.06,19,10306,Buisness,1988,121,2
2.56,19,10256,Buisness,1990,121,0
2.8,32,10280,Buisness,1992,124,1
2.84,1,10284,Buisness,1994,121,2
1.92,10,10192,Buisness,1996,122,1
2.78,7,10278,Buisness,1998,123,1
3.14,14,10314,Buisness,2000,124,0
2.59,13,10259,Buisness,2002,121,0
2.51,7,10251,Buisness,2004,121,2
2.46,32,10246,Buisness,2006,121,0
2.18,4,10218,Buisness,2008,120,0
2.69,5,10269,Buisness,2010,122,1
2.98,44,10298,Buisness,2012,122,1
1.74,28,10174,Buisness,2014,130,0
2.75,30,10275,Buisness,1960,121,2
2.08,8,10208,Buisness,1962,120,0
2.36,1,10236,Buisness,1964,125,1
2.51,13,10251,Buisness,1966,122,3
2.61,62,10261,Buisness,1968,124,1
2.09,47,10209,Buisness,1970,123,1
2.94,24,10294,Buisness,1972,122,1
2.8,0,10280,Buisness,1974,120,1
2.27,27,10227,Buisness,1976,121,1
2.73,15,10273,Buisness,1978,134,0
3.26,86,10326,Buisness,1980,122,1
2.42,8,10242,Buisness,1982,122,1
2.42,18,10242,Buisness,1984,121,0
2.66,12,10266,Buisness,1986,122,2
2.38,6,10238,Buisness,1988,121,3
2.18,9,10218,Buisness,1990,121,0
2.47,11,10247,Buisness,1992,123,2
2.35,3,10235,Buisness,1994,122,1
1.89,23,10189,Buisness,1996,120,1
2.27,12,10227,Buisness,1998,121,0
3.2,24,10320,Buisness,2000,121,0
3.06,9,10306,Buisness,2002,121,0
2.26,3,10226,Buisness,2004,120,2
2.9,8,10290,Buisness,2006,121,0
2.42,5,10242,Buisness,2008,122,0
3.29,31,10329,Buisness,2010,121,0
2.53,24,10253,Buisness,2012,120,1
1.92,12,10192,Buisness,2014,124,0
3.46,2,10346,Buisness,1960,121,1
2.54,48,10254,Buisness,1962,122,0
2.53,20,10253,Buisness,1964,121,0
2.53,34,10253,Buisness,1966,122,2
2.07,16,10207,Buisness,1968,121,2
2.78,38,10278,Buisness,1970,121,0
2.66,0,10266,Buisness,1972,120,0
1.64,28,10164,Buisness,1974,120,1
2.31,11,10231,Buisness,1976,121,1
2.4,1,10240,Buisness,1978,122,1
2.77,0,10277,Buisness,1980,123,0
1.98,0,10198,Buisness,1982,125,0
2.22,33,10222,Buisness,1984,122,0
3.19,28,10319,Buisness,1986,122,2
3.19,16,10319,Buisness,1988,123,0
2.66,54,10266,Buisness,1990,120,1
3.17,13,10317,Buisness,1992,120,3
2.2,12,10220,Buisness,1994,122,0
2.94,82,10294,Buisness,1996,123,0
2.19,11,10219,Buisness,1998,121,0
2.42,5,10242,Buisness,2000,121,0
2.54,5,10254,Buisness,2002,124,2
2.71,37,10271,Buisness,2004,124,0
2.72,44,10272,Buisness,2006,129,1
1.94,7,10194,Buisness,2008,121,0
2.6,12,10260,Buisness,2010,126,1
2.94,6,10294,Buisness,2012,121,1
2.73,69,10273,Buisness,2014,126,1
2.32,2,10232,Buisness,1960,122,1
2.31,3,10231,Buisness,1962,120,0
2.78,8,10278,Buisness,1964,120,0
2.3,94,10230,Buisness,1966,122,2
2.46,4,10246,Buisness,1968,123,0
2.07,8,10207,Buisness,1970,121,0
3.59,22,10359,Buisness,1972,123,0
2.65,15,10265,Buisness,1974,122,1
1.8,5,10180,Buisness,1976,123,0
2.55,3,10255,Buisness,1978,121,1
2.46,15,10246,Buisness,1980,120,2
3.02,6,10302,Buisness,1982,120,1
2.77,4,10277,Buisness,1984,122,0
1.99,27,10199,Buisness,1986,122,2
3,14,10300,Buisness,1988,120,1
2.57,9,10257,Buisness,1990,120,0
1.91,7,10191,Buisness,1992,121,3
2.72,7,10272,Buisness,1994,124,4
2.73,7,10273,Buisness,1996,122,0
2.13,8,10213,Buisness,1998,123,0
1.89,30,10189,Buisness,2000,120,2
2.8,5,10280,Buisness,2002,122,0
3.36,3,10336,Buisness,2004,126,1
3.35,6,10335,Buisness,2006,121,0
3.18,29,10318,Buisness,2008,121,0
2.8,76,10280,Buisness,2010,126,1
1.86,10,10186,Buisness,2012,122,2
2.57,24,10257,Buisness,2014,123,1
2.62,20,10262,Buisness,1960,120,0
2.21,31,10221,Buisness,1962,122,1
2.44,10,10244,Buisness,1964,124,1
3.1,17,10310,Buisness,1966,122,0
2.53,20,10253,Buisness,1968,120,1
2.94,15,10294,Buisness,1970,120,1
2.77,10,10277,Buisness,1972,122,0
2.77,1,10277,Buisness,1974,123,3
1.79,3,10179,Buisness,1976,120,0
2.24,4,10224,Buisness,1978,120,1
2.39,34,10239,Buisness,1980,121,1
2.19,5,10219,Buisness,1982,122,2
2.45,32,10245,Buisness,1984,120,2
2.84,27,10284,Buisness,1986,121,0
3.22,45,10322,Buisness,1988,124,1
2.58,9,10258,Buisness,1990,123,0
2.79,2,10279,Buisness,1992,126,7
0.99,15,10099,Buisness,1994,122,0
2.18,2,10218,Buisness,1996,122,1
2.14,25,10214,Buisness,1998,123,0
2.95,27,10295,Buisness,2000,126,0
2.5,8,10250,Buisness,2002,125,2
2.75,17,10275,Buisness,2004,122,0
2.84,17,10284,Buisness,2006,120,0
2.75,1,10275,Buisness,2008,120,2
2.38,42,10238,Buisness,2010,121,6
2.5,1,10250,Buisness,2012,120,0
1.92,9,10192,Buisness,2014,121,1
2.79,36,10279,Buisness,1960,120,3
2.25,18,10225,Buisness,1962,122,2
3.09,2,10309,Buisness,1964,122,2
1.51,2,10151,Buisness,1966,132,0
1.34,50,10134,Buisness,1968,122,0
1.97,11,10197,Buisness,1970,120,1
2.69,31,10269,Buisness,1972,122,3
2.45,1,10245,Buisness,1974,121,2
2.45,15,10245,Buisness,1976,125,1
3.24,7,10324,Buisness,1978,121,1
2.56,25,10256,Buisness,1980,121,3
2.55,16,10255,Buisness,1982,123,2
2.76,16,10276,Buisness,1984,122,0
2.15,21,10215,Buisness,1986,121,3
2.52,43,10252,Buisness,1988,122,0
2.73,67,10273,Buisness,1990,123,1
2.65,10,10265,Buisness,1992,122,1
1.94,31,10194,Buisness,1994,120,0
2.65,5,10265,Buisness,1996,122,1
2.22,10,10222,Buisness,1998,121,1
2.28,3,10228,Buisness,2000,121,0
3,19,10300,Buisness,2002,124,0
2.56,5,10256,Buisness,2004,121,0
2.03,24,10203,Buisness,2006,120,0
2.72,10,10272,Buisness,2008,122,2
2.35,1,10235,Buisness,2010,125,1
